name	css	codepoint	categories	popularity	terms
account_circle_off	ms:ms ms-account_circle_off	f7b3	Actions	144	access;account;account circle off;account off;account_circle_off;Actions;avatar;blocked;blocked account;circle;circle off;deauthorized;disabled;enabled;face;head;human;icon;locked;no access;not logged in;off;offline;on;people;person;person off;private;profile;profile off;restricted;restricted access;shoulders;silhouette;slash;social;thumbnail;unavailable;user;user off
account_tree	ms:ms ms-account_tree	e97a	Business	7718	account;account structure;account tree;account_tree;analytics;branches;Business;chart;connect;connected;connections;corporate structure;data;diagram;flow;graph;grouped;hierarchy;infographic;layers;levels;linked;management;mapping;measure;metrics;nested;network;nodes;organization;organizational chart;outline;process;project structure;relationships;square;statistics;structure;system;team structure;tracking;tree;tree structure;visual hierarchy
action_key	ms:ms ms-action_key	f502	UI actions	226	action;action key;action_key;application;argument;button;buttons;circles;code;command;computer;continue;control;development;device;dots;enter;execute;filter;find;function;glass;grid;hardware;input;key;keyboard;keypad;look;magnify;magnifying;method;next;operation;parameter;press;proceed;program;programming;return;run;search;see;select;shortcut;software;technology;UI actions
activity_zone	ms:ms ms-activity_zone	e1e6	Home	479	activity;activity zone;activity_zone;area;border;boundary;box;confined area;designated area;division;enclosed area;focus area;frame;highlight;home;Home;limits;map area;marking;nest;operating area;outline;performance zone;perimeter;portion;range;rectangle;region;restricted area;section;security;segment;selection;territory;workspace;zone;zone selection
acupuncture	ms:ms ms-acupuncture	f2c4	Social	13	acupuncture;alternative medicine;asian medicine;body;care;chinese medicine;Chinese medicine;clinic;cluster;healing;health;healthcare;holistic;line;massage;medical;meditation;multiple lines;needle;needles;pain relief;pins;pointed;pressure point;relax;relaxation;sharp;Social;spa;straight lines;therapy;thin;thin lines;traditional medicine;treatment;vertical lines;wellbeing;wellness
acute	ms:ms ms-acute	e4cb	UI actions	425	abstract;accent;acute;angle;arrow;clock;date;decoration;diagonal line;direction;divider;element;fast;geometric;health;indicator;line;mark;math;pointer;schedule;separator;shape;slash;speed;stroke;symbol;time;timer;UI actions;ui component
ad	ms:ms ms-ad	e65a	Actions	200	a;Actions;ad;advertisement;announcement;banner;browser;commercial;communication;content;d;digital;element;icon;identifier;indicator;information;internet;label;letters;marketing;media;notice;online;promotion;rectangle;sign;sponsored;symbol;tag;text;web;website;window
ad_group	ms:ms ms-ad_group	e65b	Actions	167	Actions;ad;ad group;ad_group;advertisement;advertising group;audience;banner multiple;browser;bundle;business;campaign;campaign group;category;cluster;collection;commerce;group;grouping;hierarchy;internet;list;management;marketing;marketing group;organization;promotion;segment;segmentation;set;structure;target audience;targeting;unit;website;window
ad_group_off	ms:ms ms-ad_group_off	eae5	Actions	55	Actions;ad;ad group off;ad_group_off;Ads;audience;block;block group;block user;cancel;close;delete;deny;disabled;exit;forbidden;group;group audience;group block;group disable;group off;group remove;group stop;group target;hidden;inactive;off;pause;people;remove;restrictions;settings;stop;target;user group;users;windows
ad_off	ms:ms ms-ad_off	f7b2	Actions	43	Actions;ad;ad free;ad off;ad_off;adblock;advertisement;advertising;ban;banner;block ad;browser;commercial;control;cross;customize;diagonal line;disable ad;disabled;enabled;filter ad;hide ad;internet;marketing;mute ad;no ad;off;offline;on;opt out;popup;preferences;privacy;promotion;remove ad;settings;slash;stop ad;web;website;window
ad_units	ms:ms ms-ad_units	f2eb			ad;ad units;ad_units;units
adaptive_audio_mic	ms:ms ms-adaptive_audio_mic	f4cc	Audio&Video	234	account;accounts;adaptive;adaptive audio mic;adaptive_audio_mic;adjustable;assistant;audio;audio mesh;Audio&Video;call;chat;committee;communication;communications;control;dictation;dynamic;face;family;flexible;friends;google meet;group;hear;hearing;human;humans;input;intelligent;keyboard;live;meet;mic;microphone;network;noise;people;person;persons;profile;profiles;recognition;record;recorder;recording;responsive;sensor;settings;smart;social;sound;speaker;speaking;speech;talk;team;tech;technology;user;users;voice
adaptive_audio_mic_off	ms:ms ms-adaptive_audio_mic_off	f4cb	Audio&Video	47	account;accounts;adaptive;adaptive audio mic off;adaptive_audio_mic_off;audio;audio mesh;Audio&Video;button;committee;communication;control;crossed out;diagonal line;dictation;disable;disabled;face;family;forbidden;friends;google meet;group;hear;hearing;human;humans;icon;input;keyboard;listen;meet;mic;microphone;multimedia;mute;muted;network;noise;off;people;person;persons;privacy;profile;profiles;record;recorder;recording;silence;slash;social;sound;speaker;speaking;symbol;talk;team;toggle.;user;users;voice;volume
adb	ms:ms ms-adb	e60e	Android	945	adb;android;Android;bridge;bug;code;command;computing;connect;connection;data;debug;debugger;developer;development;device;line;link;mobile;phone;port;programming;shell;software;technology;terminal;test;testing;tool;transfer;usb
add	ms:ms ms-add	e145	UI actions	73391	+;add;addition;append;arithmetic;attach;combine;create;cross;expand;grow;increase;insert;join;mathematical symbol;merge;more;new;plus;positive;sum;symbol;total;two lines;UI actions
add_2	ms:ms ms-add_2	f3dd	UI actions	415	+;2;add;add 2;add_2;addition;append;attach;basic;box;combine;container;create;development;elaborate;extend;generation;geometry;growth;include;increase;increase size;insert;join;more;new;outline;plus;positive;rounded square;shape;simple;square;stroke;supplement;symbol;UI actions
add_a_photo	ms:ms ms-add_a_photo	e439	Images	6374	+;a;a photo;add;add a photo;add_a_photo;album;button;camera;capture;create;file;gallery;graphic;icon;image;Images;input;insert;interface;lens;library;media;new;photo;photograph;photography;picture;plus;shutter;symbol;ui;ui element;upload;ux;visual
add_ad	ms:ms ms-add_ad	e72a	Actions	123	+;Actions;ad;ad campaign;add;add ad;add_ad;advertisement;announcement;banner;border;box;browser;campaign;commercial;content;create;digital;display;generate;internet;marketing;media;message;new;notification;online;outline;placard;plus;post;promotion;publish;rectangle;sign;sponsored;square;website;window
add_alarm	ms:ms ms-add_alarm	e856			add;add alarm;add_alarm;alarm
add_alert	ms:ms ms-add_alert	e003	Actions	1214	+;Actions;active;add;add alert;add attention;add important;add notification;add reminder;add warning;add_alert;alarm;alert;attention;bell;caution;chime;create;create alarm;danger;exclamation;important;message;new;notice;notification;notifications;notify;plus;remind;reminder;ring;set reminder;sound;subscribe;subscribe to alerts;symbol;warning
add_box	ms:ms ms-add_box	e146	UI actions	10950	action;add;add box;add_box;addition;border;box;build;button;construct;container;content;control;create;element;empty;feature;form;frame;function;geometric;geometry;insert;item;new;new square;object;outline;plus;shape;square;stroke;symbol;UI actions
add_business	ms:ms ms-add_business	e729	Business	2179	+;add;add building;add business;add business location;add location;add_business;bill;building;building and plus;building with plus;business;Business;business location;card;cash;coin;commerce;company;corporate;create;credit;currency;dollars;enterprise;establishment;institution;location;map marker;market;marketplace;money;new;office;online;organization;pay;payment;pin;plus;point of interest;retail;shop;shopping;store;storefront;structure;symbol
add_call	ms:ms ms-add_call	f0b7	Communicate	849	+;action;add;add call;add_call;app icon;basic;button;call;cell;Communicate;communications;contact;create;device;dial;graphic;hardware;icon;interface;isolated;line;make call;minimalist;mobile;mobile icon;new;new call;outline;phone;plus;simple;symbol;telephone;ui icon;ux icon;vector;web icon
add_card	ms:ms ms-add_card	eb86	Business	2129	+;account;add;add card;add credit card;add debit card;add payment;add_card;banking;bill;billing;border;Business;card;cash;checkout;coin;commerce;cost;create;credit;credit card;currency;debit card;dollars;finance;financial;money;new;new card;online;outline;pay;payment;payment method;plus;plus sign;price;rectangle;shape;shopping;square;symbol;transaction;wallet
add_chart	ms:ms ms-add_chart	ef3c	Business	1085	+;add;add chart;add_chart;analysis;analytics;bar;bar chart;bars;business;Business;chart;create;dashboard;data;diagram;financial;graph;growth;increase;infographic;information;insert;line graph;measure;metric;metrics;new;performance;plus;presentation;report;representation;statistics;symbol;tracking;trend;visual
add_circle	ms:ms ms-add_circle	e3ba	UI actions	41380	+;action;add;add circle;add_circle;append;button;circle;circular;content;control;counter;create;data;document;element;entry;file;form;generate;increase;insert;item;list;make;new;option;outline;plus;point;record;round;row;tool;UI actions
add_circle_outline	ms:ms ms-add_circle_outline	e3ba			add;add circle outline;add_circle_outline;circle;outline
add_column_left	ms:ms ms-add_column_left	f425	Text	10	+;add;add column;add column left;add left;add to table;add_column_left;adjust columns;column;column management;columns;data column;database column;design;edit columns;format;grid;grid column;insert column;insert into table;insert left;layout;layout column;left;left column;modify columns;new column;new left;new symbol;new table column;organize columns;plus;plus column;plus left;plus table column;reorder columns;rows;spreadsheet;spreadsheet column;structure columns;symbol;table column;Text;vertical;view;website
add_column_right	ms:ms ms-add_column_right	f424	Text	38	+;add;add column;add column right;add right;add_column_right;arrangement;bars;column;columns;data;database;design;edit table;form;format;grid;insert column;insert right;layout;lines;modify table;new symbol;organization;plus;rectangle;right;rows;side;spreadsheet;square;structure;symbol;table;Text;vertical;view;website
add_comment	ms:ms ms-add_comment	e266	Communicate	2254	+;add;add comment;add_comment;annotation;append;bubble;chat;comment;communicate;Communicate;communication;conversation;create;dialog;discourse;discuss;feedback;include;input;insert;join;message;new;note;notetaking;plus;reply;response;social;speech;speech bubble;symbol;talk;text;writing
add_diamond	ms:ms ms-add_diamond	f49c	Hardware	57	+;add;add diamond;add_diamond;brilliant;combine;create;crystal;diamond;expensive;gem;generate;geometry;Hardware;include;insert;jewel;join;luxury;merge;new;new symbol;plus;precious;rhombus;shape;symbol;valuable;wealth
add_home	ms:ms ms-add_home	f8eb	Maps	408	accommodation;add;add home;add_home;append;architecture;attach;building;button;construction;create;cross;dwelling;enter;home;house;include;increase;insert;location;Maps;navigation;new;plus;property;real estate;register;residence;residential;shelter;structure;suburban;urban
add_home_work	ms:ms ms-add_home_work	f8ed	Maps	350	add;add building;add business;add home;add home work;add house;add office;add project;add task;add work;add_home_work;address;briefcase;building;business;construction;create;home;house;job;location;management;Maps;new;office;plus;project;property;real estate;residential;task;work
add_ic_call	ms:ms ms-add_ic_call	f0b7			add;add ic call;add_ic_call;call;ic
add_link	ms:ms ms-add_link	e178	Text	1515	add;add link;add_link;anchor;associate;attach;build;chain;clip;combine;connect;connection;create;cross;form;hyperlink;internet;join;joint;link;link symbol;merge;network;new;plus;plus symbol;share;social media;symbol;Text;tie;url;web;website
add_location	ms:ms ms-add_location	e567	Maps	2846	+;add;add location;add_location;address;check in;coordinate;create;destination;direction;event;geo;geolocate;insert;location;map;maps;Maps;mark;marker;navigation;new;pin;pinpoint;place;plus;poi;point of interest;position;restaurant;route;save;spot;store;symbol;tag;travel
add_location_alt	ms:ms ms-add_location_alt	ef3a	Maps	1787	+;add;add location alt;add_location_alt;address;alt;coordinate;create;destination;direction;directory;discover;entry;find;geographic;geotag;gps;insert;location;map;maps;Maps;mark;marker;navigation;new;pin;place;plus;point;position;save;set;specify;spot;symbol;target;travel
add_moderator	ms:ms ms-add_moderator	e97d	Privacy	634	+;add;add administrator;add member;add moderator;add person;add profile;add user;add_moderator;administrator;certified;human icon;invite member;invite person;invite user;man icon;member icon;moderator;new;new administrator;new member;new moderator;new person;new profile;new user;person icon;plus;plus administrator;plus member;plus moderator;plus person;plus profile;plus user;privacy;Privacy;private;profile icon;protect;protection;security;shield;symbol;user icon;verified;woman icon
